ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	COGIDS
1172	Mazhelong	earth quake	ti31ju31	ti31ju31	t i ³¹ + j u ³¹	1361 1360
1173	ProtoBai	easy	ɣo4	ɣo4	ɣ o ⁴	1379
1174	Tuoluo	easy	(tsi55o33)	tsi55o33	ts i ⁵⁵ + o ³³	1381 1380
1175	Gongxing	easy	u21	u21	u ²¹	1380
1176	Enqi	easy	u21	u21	u ²¹	1380
1177	Ega	easy	u42	u42	u ⁴²	1380
1178	Jinman	easy	u42	u42	u ⁴²	1380
1179	Jinxing	easy	ɣou42	ɣou42	ɣ ou ⁴²	1379
1180	Dashi	easy	ɣou42	ɣou42	ɣ ou ⁴²	1379
1181	Zhoucheng	easy	ou42	ou42	ou ⁴²	1380
1182	ProtoBai	eat	jɯ4	jɯ4	j ɯ ⁴	1390
1183	Tuoluo	eat	ju42	ju42	j u ⁴²	1390
1184	Gongxing	eat	ju42	ju42	j u ⁴²	1390
1185	Enqi	eat	jɯ55	jɯ55	j ɯ ⁵⁵	1390
1186	Ega	eat	ji44	ji44	j i ⁴⁴	1390
1187	Jinman	eat	ji55	ji55	j i ⁵⁵	1390
1188	Jinxing	eat	jɯ44	jɯ44	j ɯ ⁴⁴	1390
1189	Dashi	eat	jɯ44	jɯ44	j ɯ ⁴⁴	1390
1190	Zhoucheng	eat	jɯ44	jɯ44	j ɯ ⁴⁴	1390
1191	Mazhelong	eat	ji44	ji44	j i ⁴⁴	1390
1192	ProtoBai	egg	sen5	sen5	s e n ⁵	1401
1193	Tuoluo	egg	sen21 ('testicle')	sen21	s e n ²¹	1401
1194	Gongxing	egg	sen42	sen42	s e n ⁴²	1401
1195	Enqi	egg	sE43	sE43	s ᴇ/ɛ ⁴³	1401
1196	Ega	egg	sɛ42	sɛ42	s ɛ ⁴²	1401
1197	Jinman	egg	sẽ42	sẽ42	s ẽ ⁴²	1401
1198	Jinxing	egg	sen42	sen42	s e n ⁴²	1401
1199	Dashi	egg	sen42	sen42	s e n ⁴²	1401
1200	Zhoucheng	egg	se42	se42	s e ⁴²	1401
1201	Mazhelong	egg	sɛ42	sɛ42	s ɛ ⁴²	1401
1202	ProtoBai	eight	pra4	pra4	p r a ⁴	1412
1203	Tuoluo	eight	tɕo42	tɕo42	tɕ o ⁴²	1413
1204	Gongxing	eight	tɕua24	tɕua24	tɕ u/w a ²⁴	1413
1205	Enqi	eight	pia55	pia55	p i/j a ⁵⁵	1412
1206	Ega	eight	tɕya44	tɕya44	tɕ y a ⁴⁴	1413
1207	Jinman	eight	tɕua55	tɕua55	tɕ u/w a ⁵⁵	1413
1208	Jinxing	eight	pio44?	pio44?	p i/j o ⁴⁴	1412
1209	Dashi	eight	pia44	pia44	p i/j a ⁴⁴	1412
1210	Zhoucheng	eight	pia44	pia44	p i/j a ⁴⁴	1412
1211	Mazhelong	eight	pia44	pia44	p i/j a ⁴⁴	1412
1212	ProtoBai	empty	qʰoŋ1	qʰoŋ1	qʰ o ŋ ¹	1423
1213	Tuoluo	empty	qʰoŋ55	qʰoŋ55	qʰ o ŋ ⁵⁵	1423
1214	Gongxing	empty	qʰoŋ55	qʰoŋ55	qʰ o ŋ ⁵⁵	1423
1215	Enqi	empty	qʰo24	qʰo24	qʰ o ²⁴	1423
1216	Ega	empty	qʰõ55	qʰõ55	qʰ õ ⁵⁵	1423
1217	Jinman	empty	qʰõ55	qʰõ55	qʰ õ ⁵⁵	1423
1218	Jinxing	empty	kʰṽ55	kʰṽ55	kʰ ṽ/ʯ̃ ⁵⁵	1423
1219	Dashi	empty	kʰõ55	kʰõ55	kʰ õ ⁵⁵	1423
1220	Mazhelong	empty	koŋ55	koŋ55	k o ŋ ⁵⁵	1423
1221	ProtoBai	escape; run away	mɯ1b	mɯ1b	m ɯ 1b/¹	1433
1222	Tuoluo	escape; run away	mɯ35	mɯ35	m ɯ ³⁵	1433
1223	Gongxing	escape; run away	moŋ12	moŋ12	m o ŋ ¹²	1433
1224	Enqi	escape; run away	mɯ21	mɯ21	m ɯ ²¹	1433
1225	Ega	escape; run away	mɯ21	mɯ21	m ɯ ²¹	1433
1226	Jinman	escape; run away	mɯ21	mɯ21	m ɯ ²¹	1433
1227	Jinxing	escape; run away	mõ21	mõ21	m õ ²¹	1433
1228	Dashi	escape; run away	mǝ̃21	mǝ̃21	m ə̃ ²¹	1433
1229	Zhoucheng	escape; run away	mo21	mo21	m o ²¹	1433
1230	Mazhelong	escape; run away	(liɐ55lɛ55)	liɐ55lɛ55	l i ɐ ⁵⁵ + l ɛ ⁵⁵	1434 1435
1231	ProtoBai	exchange	mɯ2	mɯ2	m ɯ ²	1445
1232	Tuoluo	exchange	mɯ44	mɯ44	m ɯ ⁴⁴	1445
1233	Gongxing	exchange	mu22	mu22	m u ²²	1445
1234	Enqi	exchange	mɯ22	mɯ22	m ɯ ²²	1445
1235	Dashi	exchange	mɯ33	mɯ33	m ɯ ³³	1445
1236	ProtoBai	excrement	sri2	sri2	s r i ²	1451
1237	Tuoluo	excrement	ʂi33	ʂi33	ʂ i ³³	1451
1238	Gongxing	excrement	ʂi22	ʂi22	ʂ i ²²	1451
1239	Enqi	excrement	sɿ22	sɿ22	s ɿ ²²	1451
1240	Ega	excrement	sɛ22	sɛ22	s ɛ ²²	1451
1241	Jinman	excrement	ʂɚ22	ʂɚ22	ʂ ɚ/ə ²²	1451
1242	Jinxing	excrement	si33	si33	s i ³³	1451
1243	Dashi	excrement	si33	si33	s i ³³	1451
1244	Zhoucheng	excrement	si33	si33	s i ³³	1451
1245	Mazhelong	excrement	si33	si33	s i ³³	1451
1246	ProtoBai	eye	ŋuen2	ŋuen2	ŋ u/w e n ²	1462
1247	Tuoluo	eye	uen33	uen33	u/w e n ³³	1462
1248	Gongxing	eye	uen22	uen22	u/w e n ²²	1462
1249	Enqi	eye	ŋui22	ŋui22	ŋ u/w i ²²	1462
1250	Ega	eye	ŋui22	ŋui22	ŋ u/w i ²²	1462
1251	Jinman	eye	mi22	mi22	m i ²²	1463
1252	Jinxing	eye	uẽ33	uẽ33	u/w ẽ ³³	1462
1253	Dashi	eye	uẽ33	uẽ33	u/w ẽ ³³	1462
1254	Zhoucheng	eye	ue33	ue33	u/w e ³³	1462
1255	Mazhelong	eye	ŋuɛ33	ŋuɛ33	ŋ u/w ɛ ³³	1462
1256	ProtoBai	far	tuen2	tuen2	t u/w e n ²	1473
1257	Tuoluo	far	tue33	tue33	t u/w e ³³	1473
1258	Gongxing	far	tiuen22	tiuen22	t iu/ɥ e n ²²	1473
1259	Enqi	far	tyE22	tyE22	t y/ɥ ᴇ/ɛ ²²	1473
1260	Ega	far	ti22	ti22	t i ²²	1473
1261	Jinman	far	tyi22	tyi22	t y/ɥ i ²²	1473
1262	Jinxing	far	tuen33	tuen33	t u/w e n ³³	1473
1263	Dashi	far	tuen33	tuen33	t u/w e n ³³	1473
1264	Zhoucheng	far	tue33	tue33	t u/w e ³³	1473
1265	Mazhelong	far	tsuen33	tsuen33	ts u/w e n ³³	1473
1266	ProtoBai	fart	pʰjɛ3	pʰjɛ3	pʰ j ɛ ³	1484
1267	Tuoluo	fart	fɚ21	fɚ21	f ɚ/ə ²¹	1484
1268	Gongxing	fart	pfʰu55	pfʰu55	pfʰ u ⁵⁵	1484
1269	Enqi	fart	fE43	fE43	f ᴇ/ɛ ⁴³	1484
1270	Ega	fart	fɛ22	fɛ22	f ɛ ²²	1484
1271	Jinman	fart	fe42	fe42	f e ⁴²	1484
1272	Jinxing	fart	fv31	fv31	f v/ʯ ³¹	1484
1273	Dashi	fart	fv31	fv31	f v/ʯ ³¹	1484
1274	Mazhelong	fart	[pʰi21]	pʰi21	pʰ i ²¹	1484
1275	ProtoBai	father	bo2	bo2	b o ²	1494
1276	Tuoluo	father	bo33	bo33	b o ³³	1494
1277	ProtoBai	female genitals	pri4	pri4	p r i ⁴	1497
1278	Tuoluo	female genitals	tɕyi42	tɕyi42	tɕ y/ɥ i ⁴²	1498
1279	Gongxing	female genitals	tɕy24	tɕy24	tɕ y ²⁴	1498
1280	Enqi	female genitals	pi55	pi55	p i ⁵⁵	1497
1281	Ega	female genitals	tɕyi44	tɕyi44	tɕ y/ɥ i ⁴⁴	1498
1282	Jinman	female genitals	tɕyi55	tɕyi55	tɕ y/ɥ i ⁵⁵	1498
1283	Jinxing	female genitals	pi44	pi44	p i ⁴⁴	1497
1284	Dashi	female genitals	pi44	pi44	p i ⁴⁴	1497
1285	Mazhelong	female genitals	pʰi55 (phi55 in Wang 2006, guess this is a mistake)	pʰi55	pʰ i ⁵⁵	1497
1286	ProtoBai	fertilizer; manure	tɕʰi1	tɕʰi1	tɕʰ i ¹	1507
1287	Tuoluo	fertilizer; manure	tɕʰi55	tɕʰi55	tɕʰ i ⁵⁵	1507
1288	Gongxing	fertilizer; manure	tɕʰi55	tɕʰi55	tɕʰ i ⁵⁵	1507
1289	Enqi	fertilizer; manure	tɕʰi24	tɕʰi24	tɕʰ i ²⁴	1507
1290	Ega	fertilizer; manure	tɕʰi55	tɕʰi55	tɕʰ i ⁵⁵	1507
1291	Jinman	fertilizer; manure	tɕʰi55	tɕʰi55	tɕʰ i ⁵⁵	1507
1292	Jinxing	fertilizer; manure	tɕʰi55	tɕʰi55	tɕʰ i ⁵⁵	1507
1293	Dashi	fertilizer; manure	tɕʰi55	tɕʰi55	tɕʰ i ⁵⁵	1507
1294	Zhoucheng	fertilizer; manure	tɕʰi55	tɕʰi55	tɕʰ i ⁵⁵	1507
1295	Mazhelong	fertilizer; manure	tɕʰi55	tɕʰi55	tɕʰ i ⁵⁵	1507
1296	ProtoBai	fight	tæŋ4	tæŋ4	t æ ŋ ⁴	1518
1297	Tuoluo	fight	tɔ42	tɔ42	t ɔ ⁴²	1518
1298	Gongxing	fight	taŋ24	taŋ24	t a ŋ ²⁴	1518
1299	Enqi	fight	(sa24tsa55)	sa24tsa55	s a ²⁴ + ts a ⁵⁵	1519 1518
1300	Ega	fight	(so55qa21)	so55qa21	s o ⁵⁵ + q a ²¹	1519 1518
1301	Jinman	fight	(so55qã42)	so55qã42	s o ⁵⁵ + q ã ⁴²	1519 1518
1302	Jinxing	fight	tan44	tan44	t a n ⁴⁴	1518
1303	Dashi	fight	tɚ̃44	tɚ̃44	t ɚ/ə̃ ⁴⁴	1518
1304	Zhoucheng	fight	tɛ44	tɛ44	t ɛ ⁴⁴	1518
1305	Mazhelong	fight	tɚ̃44	tɚ̃44	t ɚ/ə̃ ⁴⁴	1518
1306	ProtoBai	fill (a bowl with rice)	qɯ1	qɯ1	q ɯ ¹	1532
1307	Tuoluo	fill (a bowl with rice)	qɚ55	qɚ55	q ɚ/ə ⁵⁵	1532
1308	Gongxing	fill (a bowl with rice)	qe55	qe55	q e ⁵⁵	1532
1309	Enqi	fill (a bowl with rice)	qɯ24	qɯ24	q ɯ ²⁴	1532
1310	Ega	fill (a bowl with rice)	qɯ55	qɯ55	q ɯ ⁵⁵	1532
1311	Jinman	fill (a bowl with rice)	qɯ55	qɯ55	q ɯ ⁵⁵	1532
1312	Jinxing	fill (a bowl with rice)	kɯ55	kɯ55	k ɯ ⁵⁵	1532
1313	Dashi	fill (a bowl with rice)	kɯ35	kɯ35	k ɯ ³⁵	1532
1314	Zhoucheng	fill (a bowl with rice)	kɯ35	kɯ35	k ɯ ³⁵	1532
1315	Mazhelong	fill (a bowl with rice)	kǝ55	kǝ55	k ə ⁵⁵	1532
1316	ProtoBai	finger	hand+tsri2	sʰrɯ2+tsri2	sʰ r ɯ ² + ts r i ²	1543 1544
1317	Tuoluo	finger	ɕɨɯ33tʂɚ33	ɕɨɯ33tʂɚ33	ɕ ɨ/j ɯ ³³ + ʈʂ ɚ/ə ³³	1543 1544
1318	Gongxing	finger	ʂi22tʂi22	ʂi22tʂi22	ʂ i ²² + ʈʂ i ²²	1543 1544
1319	Enqi	finger	ɕiɯ22tsɿ22	ɕiɯ22tsɿ22	ɕ i/j ɯ ²² + ts ɿ ²²	1543 1544
1320	Ega	finger	ɕi22tsɛ22	ɕi22tsɛ22	ɕ i ²² + ts ɛ ²²	1543 1544
1321	Jinman	finger	ɕi22tʂɚ22	ɕi22tʂɚ22	ɕ i ²² + ʈʂ ɚ/ə ²²	1543 1544
1322	Jinxing	finger	sɯ33tsi33	sɯ33tsi33	s ɯ ³³ + ts i ³³	1543 1544
1323	Dashi	finger	ʂɯ33ti31	ʂɯ33ti31	ʂ ɯ ³³ + t i ³¹	1543 1544
1324	Zhoucheng	finger	sɯ33tsi33	sɯ33tsi33	s ɯ ³³ + ts i ³³	1543 1544
1325	Mazhelong	finger	sǝɯ33tsi44	sǝɯ33tsi44	s əɯ ³³ + ts i ⁴⁴	1543 1544
1326	ProtoBai	fire	xui2	xui2	x u/w i ²	1564
1327	Tuoluo	fire	xue33	xue33	x u/w e ³³	1564
1328	Gongxing	fire	xuɛ22	xuɛ22	x u/w ɛ ²²	1564
1329	Enqi	fire	xui22	xui22	x u/w i ²²	1564
1330	Ega	fire	fi22	fi22	f i ²²	1565
1331	Jinman	fire	fi22	fi22	f i ²²	1565
1332	Jinxing	fire	xui33	xui33	x u/w i ³³	1564
1333	Dashi	fire	xui33	xui33	x u/w i ³³	1564
1334	Zhoucheng	fire	xui33	xui33	x u/w i ³³	1564
1335	Mazhelong	fire	fi33	fi33	f i ³³	1565
1336	ProtoBai	firewood	sjen1	sjen1	s j e n ¹	1575
1337	Tuoluo	firewood	ɕien55	ɕien55	ɕ i/j e n ⁵⁵	1575
1338	Gongxing	firewood	χien55	χien55	χ i/j e n ⁵⁵	1575
1339	Enqi	firewood	si24	si24	s i ²⁴	1575
1340	Ega	firewood	sɛ55	sɛ55	s ɛ ⁵⁵	1575
1341	Jinman	firewood	sẽ55	sẽ55	s ẽ ⁵⁵	1575
1342	Jinxing	firewood	ɕien55	ɕien55	ɕ i/j e n ⁵⁵	1575
1343	Dashi	firewood	ɕien55	ɕien55	ɕ i/j e n ⁵⁵	1575
1344	Zhoucheng	firewood	ɕi35	ɕi35	ɕ i ³⁵	1575
1345	Mazhelong	firewood	ɕen55	ɕen55	ɕ e n ⁵⁵	1575
1346	ProtoBai	fish	ŋo1a	ŋo1a	ŋ o 1a/¹	1587
1347	Tuoluo	fish	ŋv55	ŋv55	ŋ v/ʯ ⁵⁵	1587
1348	Gongxing	fish	ŋo55	ŋo55	ŋ o ⁵⁵	1587
1349	Enqi	fish	ŋo24	ŋo24	ŋ o ²⁴	1587
1350	Ega	fish	ŋu55	ŋu55	ŋ u ⁵⁵	1587
1351	Jinman	fish	ŋu55	ŋu55	ŋ u ⁵⁵	1587
1352	Jinxing	fish	ṃ55	ṃ55	m ə m̩/m ⁵⁵	1588
1353	Dashi	fish	võ35	võ35	v õ ³⁵	1586
1354	Zhoucheng	fish	ŋo35	ŋo35	ŋ o ³⁵	1587
1355	Mazhelong	fish	oŋ55	oŋ55	o ŋ ⁵⁵	1589
1356	ProtoBai	five	ŋu2	ŋu2	ŋ u ²	1598
1357	Tuoluo	five	ŋv33	ŋv33	ŋ v/ʯ ³³	1598
1358	Gongxing	five	ŋo22	ŋo22	ŋ o ²²	1598
1359	Enqi	five	ŋu22	ŋu22	ŋ u ²²	1598
1360	Ega	five	ŋu22	ŋu22	ŋ u ²²	1598
1361	Jinman	five	ŋu22	ŋu22	ŋ u ²²	1598
1362	Jinxing	five	ṽ33	ṽ33	ṽ/ʯ̃ ³³	1597
1363	Dashi	five	õ33	õ33	õ ³³	1597
1364	Zhoucheng	five	mu33	mu33	m u ³³	1599
1365	Mazhelong	five	ŋ̍33 (added the character for vocalic consonants, not displayed in Wang 2006)	ŋ̍33	ŋ̍/ŋ */ə ŋ ³³	1598
1366	ProtoBai	fling; toss	sreŋ1	sreŋ1	s r e ŋ ¹	1609
1367	Tuoluo	fling; toss	ʂɚ̃55	ʂɚ̃55	ʂ ɚ/ə̃ ⁵⁵	1609
1368	Gongxing	fling; toss	ʂi55	ʂi55	ʂ i ⁵⁵	1609
1369	Enqi	fling; toss	sɿ24	sɿ24	s ɿ ²⁴	1609
1370	Ega	fling; toss	sɛ55	sɛ55	s ɛ ⁵⁵	1609
1371	Jinman	fling; toss	ʂɚ̃55	ʂɚ̃55	ʂ ɚ/ə̃ ⁵⁵	1609
1372	Jinxing	fling; toss	san55	san55	s a n ⁵⁵	1609
1373	Dashi	fling; toss	(ju33)	ju33	j u ³³	1608
1374	Mazhelong	fling; toss	[suɛ42]	suɛ42	s u/w ɛ ⁴²	1609
1375	ProtoBai	float	bɯ1	bɯ1	b ɯ ¹	1618
1376	Tuoluo	float	bɯ35	bɯ35	b ɯ ³⁵	1618
1377	Gongxing	float	bu12	bu12	b u ¹²	1618
1378	Enqi	float	bɯ21	bɯ21	b ɯ ²¹	1618
1379	Ega	float	pɯ21	pɯ21	p ɯ ²¹	1618
1380	Jinman	float	pɯ21	pɯ21	p ɯ ²¹	1618
1381	Jinxing	float	pɯ21	pɯ21	p ɯ ²¹	1618
1382	Dashi	float	pu21	pu21	p u ²¹	1618
1383	Zhoucheng	float	pɯ21	pɯ21	p ɯ ²¹	1618
1384	Mazhelong	float	pǝɯ21	pǝɯ21	p əɯ ²¹	1618
1385	ProtoBai	fly	pje1	pje1	p j e ¹	1629
1386	Tuoluo	fly	fɚ55	fɚ55	f ɚ/ə ⁵⁵	1629
1387	Gongxing	fly	pfu55	pfu55	pf u ⁵⁵	1629
1388	Enqi	fly	fE24	fE24	f ᴇ/ɛ ²⁴	1629
1389	Ega	fly	xuɛ55	xuɛ55	x u/w ɛ ⁵⁵	1630
1390	Jinman	fly	fi55	fi55	f i ⁵⁵	1629
1391	Jinxing	fly	fv55	fv55	f v/ʯ ⁵⁵	1629
1392	Dashi	fly	fv35	fv35	f v/ʯ ³⁵	1629
1393	Zhoucheng	fly	fv35	fv35	f v/ʯ ³⁵	1629
1394	Mazhelong	fly	pi55	pi55	p i ⁵⁵	1629
1395	ProtoBai	foot	ko4	ko4	k o ⁴	1640
1396	Tuoluo	foot	ko42	ko42	k o ⁴²	1640
1397	Gongxing	foot	ku24	ku24	k u ²⁴	1640
1398	Enqi	foot	ku55	ku55	k u ⁵⁵	1640
1399	Ega	foot	ku44	ku44	k u ⁴⁴	1640
1400	Jinman	foot	ko55	ko55	k o ⁵⁵	1640
1401	Jinxing	foot	kou44	kou44	k ou ⁴⁴	1640
1402	Dashi	foot	kou44	kou44	k ou ⁴⁴	1640
1403	Zhoucheng	foot	ko44	ko44	k o ⁴⁴	1640
1404	Mazhelong	foot	ko44	ko44	k o ⁴⁴	1640
1405	ProtoBai	forest	trɚ+group	ɕui2	ɕ u/w i ²	1654
1406	Tuoluo	forest	diɯ21koŋ⁰	diɯ21koŋ⁰	d i/j ɯ ²¹ + k o ŋ ⁰	1652 1653
1407	Gongxing	forest	dʐi12goŋ55	dʐi12goŋ55	ɖʐ i ¹² + g o ŋ ⁵⁵	1651 1653
1408	Enqi	forest	diɯ43kɯ43	diɯ43kɯ43	d i/j ɯ ⁴³ + k ɯ ⁴³	1652 1653
1409	Ega	forest	dʑi42kɯ42	dʑi42kɯ42	dʑ i ⁴² + k ɯ ⁴²	1651 1653
1410	Jinman	forest	ɖɯ42kɯ̃42	ɖɯ42kɯ̃42	ɖ ɯ ⁴² + k ɯ̃ ⁴²	1651 1653
1411	Jinxing	forest	tsɯ31suɑ̃55	tsɯ31suɑ̃55	ts ɯ ³¹ + s u/w ɑ̃ ⁵⁵	1651 1654
1412	Dashi	forest	tʂɯ21jɚ55	tʂɯ21jɚ55	ʈʂ ɯ ²¹ + j ɚ/ə ⁵⁵	1651 1652
1413	Zhoucheng	forest	tsɯ31sua35	tsɯ31sua35	ts ɯ ³¹ + s u/w a ³⁵	1651 1654
1414	Mazhelong	forest	ɕen55koŋ33	ɕen55koŋ33	ɕ e n ⁵⁵ + k o ŋ ³³	1655 1653
1415	ProtoBai	four	sji4	sji4	s j i ⁴	1671
1416	Tuoluo	four	ɕi42	ɕi42	ɕ i ⁴²	1671
1417	Gongxing	four	ɕi24	ɕi24	ɕ i ²⁴	1671
1418	Enqi	four	si55	si55	s i ⁵⁵	1671
1419	Ega	four	si44	si44	s i ⁴⁴	1671
1420	Jinman	four	ɕi44	ɕi44	ɕ i ⁴⁴	1671
1421	Jinxing	four	ɕi44	ɕi44	ɕ i ⁴⁴	1671
1422	Dashi	four	ɕi44	ɕi44	ɕ i ⁴⁴	1671
1423	Zhoucheng	four	ɕi44	ɕi44	ɕ i ⁴⁴	1671
1424	Mazhelong	four	ɕi44	ɕi44	ɕ i ⁴⁴	1671
1425	ProtoBai	fragrant (smell)	ɕoŋ1	ɕoŋ1	ɕ o ŋ ¹	1682
1426	Tuoluo	fragrant (smell)	ɕoŋ55	ɕoŋ55	ɕ o ŋ ⁵⁵	1682
1427	Gongxing	fragrant (smell)	ɕioŋ55	ɕioŋ55	ɕ i/j o ŋ ⁵⁵	1682
1428	Enqi	fragrant (smell)	ɕio24	ɕio24	ɕ i/j o ²⁴	1682
1429	Ega	fragrant (smell)	mɛ44	mɛ44	m ɛ ⁴⁴	1683
1430	Jinman	fragrant (smell)	ɕõ55	ɕõ55	ɕ õ ⁵⁵	1682
1431	Jinxing	fragrant (smell)	ɕiõ55	ɕiõ55	ɕ i õ ⁵⁵	1682
1432	Dashi	fragrant (smell)	ɕoŋ35	ɕoŋ35	ɕ o ŋ ³⁵	1682
1433	Zhoucheng	fragrant (smell)	ɕou35	ɕou35	ɕ ou ³⁵	1682
1434	Mazhelong	fragrant (smell)	ɕoŋ55	ɕoŋ55	ɕ o ŋ ⁵⁵	1682
1435	ProtoBai	fraud	tɕa3	tɕa3	tɕ a ³	1693
1436	Tuoluo	fraud	tɕɔ21	tɕɔ21	tɕ ɔ ²¹	1693
1437	Enqi	fraud	(tɕia55a43tsi24)	tɕia55a43tsi24	tɕ i/j a ⁵⁵ + a ⁴³ + ts i ²⁴	1694 1695 1693
1438	Ega	fraud	tɕa42	tɕa42	tɕ a ⁴²	1693
1439	Jinman	fraud	(a42tʂɚ̃55)	a42tʂɚ̃55	a ⁴² + ʈʂ ɚ/ə̃ ⁵⁵	1695 1693
1440	Jinxing	fraud	tɕiɑ31	tɕiɑ31	tɕ i ɑ ³¹	1693
1441	Dashi	fraud	tɕia31	tɕia31	tɕ i/j a ³¹	1693
1442	Zhoucheng	fraud	tɕa31	tɕa31	tɕ a ³¹	1693
1443	Mazhelong	fraud	tɕa21	tɕa21	tɕ a ²¹	1693
1444	ProtoBai	friend	dʑa4	dʑa4	dʑ a ⁴	1706
1445	Tuoluo	friend	ʐɔ42	ʐɔ42	ʐ ɔ ⁴²	1706
1446	Gongxing	friend	dʑia21	dʑia21	dʑ i/j a ²¹	1706
1447	Enqi	friend	tʣia21	tʣia21	dz i/j a ²¹	1706
1448	Ega	friend	tʣio42	tʣio42	dz i/j o ⁴²	1706
1449	Jinman	friend	tɕa42	tɕa42	tɕ a ⁴²	1706
1450	Jinxing	friend	tɕiɑ42	tɕiɑ42	tɕ i ɑ ⁴²	1706
1451	Dashi	friend	tɕia42	tɕia42	tɕ i/j a ⁴²	1706
1452	Zhoucheng	friend	tɕia42	tɕia42	tɕ i/j a ⁴²	1706
1453	Mazhelong	friend	tɕʰa42	tɕʰa42	tɕʰ a ⁴²	1706
1454	ProtoBai	frog	oŋ1	oŋ1	o ŋ ¹	1721
1455	Tuoluo	frog	oŋ55(ma55)	oŋ55	o ŋ ⁵⁵	1721
1456	Gongxing	frog	õ12(mæ12)	õ12	õ ¹²	1717
1457	Enqi	frog	u21(mæ24)	u21	u ²¹	1717
1458	Ega	frog	(dʑia42)õ21	õ21	õ ²¹	1717
1459	Jinman	frog	õ21(mo55)	õ21	õ ²¹	1717
1460	Jinxing	frog	õ21(man55)	õ21	õ ²¹	1717
1461	Dashi	frog	u31(mɚ55)	u31	u ³¹	1717
1462	Zhoucheng	frog	ou21(mɛ31tsi33)	ou21	ou ²¹	1717
1463	Mazhelong	frog	lv44ɛ33mɚ55tsi33	lv44ɛ33mɚ55tsi33	l v/ʯ ⁴⁴ + ɛ ³³ + m ɚ/ə ⁵⁵ + ts i ³³	1718 1717 1719 1720
1464	ProtoBai	frost	soŋ1	soŋ1	s o ŋ ¹	1731
1465	Tuoluo	frost	ɕioŋ55	ɕioŋ55	ɕ i/j o ŋ ⁵⁵	1731
1466	Gongxing	frost	soŋ55	soŋ55	s o ŋ ⁵⁵	1731
1467	Enqi	frost	ɕio24	ɕio24	ɕ i/j o ²⁴	1731
1468	Ega	frost	ɕuoŋ55	ɕuoŋ55	ɕ u/w o ŋ ⁵⁵	1731
1469	Jinman	frost	ɕiõ55	ɕiõ55	ɕ i õ ⁵⁵	1731
1470	Jinxing	frost	sõ55	sõ55	s õ ⁵⁵	1731
1471	Dashi	frost	ʂou44	ʂou44	ʂ ou ⁴⁴	1731
1472	Zhoucheng	frost	sou55	sou55	s ou ⁵⁵	1731
1473	Mazhelong	frost	soŋ55	soŋ55	s o ŋ ⁵⁵	1731
1474	ProtoBai	fully recover (from an illness)	χɯ̃2	χɯ̃2	χ ɯ̃ ²	1742
1475	Tuoluo	fully recover (from an illness)	xẽ33	xẽ33	x ẽ ³³	1742
1476	Gongxing	fully recover (from an illness)	χen22	χen22	χ e n ²²	1742
1477	Enqi	fully recover (from an illness)	χɯ22	χɯ22	χ ɯ ²²	1742
1478	Jinxing	fully recover (from an illness)	xǝ̃33	xǝ̃33	x ə̃ ³³	1742
1479	Dashi	fully recover (from an illness)	xu33(xa55)	xu33	x u ³³	1742
1480	Zhoucheng	fully recover (from an illness)	xɯ33	xɯ33	x ɯ ³³	1742
1481	Mazhelong	fully recover (from an illness)	xǝ33	xǝ33	x ə ³³	1742
1482	ProtoBai	garden (plot)	suaŋ21	suaŋ21	s u/w a ŋ ²¹	1751
1483	Tuoluo	garden (plot)	suaŋ55	suaŋ55	s u/w a ŋ ⁵⁵	1751
1484	Gongxing	garden (plot)	ɕyen55	ɕyen55	ɕ y/ɥ e n ⁵⁵	1751
1485	Enqi	garden (plot)	ɕyE24	ɕyE24	ɕ y/ɥ ᴇ/ɛ ²⁴	1751
1486	Ega	garden (plot)	sua55(lu21)	sua55	s u/w a ⁵⁵	1751
1487	Jinman	garden (plot)	sõ55(lu21)	sõ55	s õ ⁵⁵	1751
1488	Jinxing	garden (plot)	suɑ̃55	suɑ̃55	s u/w ɑ̃ ⁵⁵	1751
1489	Dashi	garden (plot)	suaŋ35	suaŋ35	s u/w a ŋ ³⁵	1751
1490	Zhoucheng	garden (plot)	sua35	sua35	s u/w a ³⁵	1751
1491	Mazhelong	garden (plot)	suaŋ55	suaŋ55	s u/w a ŋ ⁵⁵	1751
1492	ProtoBai	garlic	sʰuaŋ3	sʰuaŋ3	sʰ u/w a ŋ ³	1762
1493	Tuoluo	garlic	soŋ21	soŋ21	s o ŋ ²¹	1762
1494	Gongxing	garlic	suaŋ42	suaŋ42	s u/w a ŋ ⁴²	1762
1495	Enqi	garlic	ɕyE42	ɕyE42	ɕ y/ɥ ᴇ/ɛ ⁴²	1762
1496	Ega	garlic	sua42	sua42	s u/w a ⁴²	1762
1497	Jinman	garlic	suã42	suã42	s u/w ã ⁴²	1762
1498	Jinxing	garlic	suɑ31	suɑ31	s u ɑ ³¹	1763
1499	Dashi	garlic	sʰuaŋ31	sʰuaŋ31	sʰ u/w a ŋ ³¹	1762
1500	Zhoucheng	garlic	sua31	sua31	s u/w a ³¹	1762
1501	Mazhelong	garlic	suaŋ21	suaŋ21	s u/w a ŋ ²¹	1762
1502	ProtoBai	get; acquire	tɯ4	tɯ4	t ɯ ⁴	1773
1503	Tuoluo	get; acquire	tɯ42	tɯ42	t ɯ ⁴²	1773
